Season,Week,SKU,ValueB1,ValueB2,ValueB3,ValueB4,ValueB5,ValueB6,ValueB7,ReturnB1,ReturnB2,ReturnB3,ReturnB4,ReturnB5,ReturnB6,ReturnB7,price,buynum,salary,mean,std
4,6,A,397.4433913,21.79416981,464.5748645,833.0073335,409.7268206,452.2630164,882.4446987,0,0,0,0,0,0,489.0541869,799,2,1598,533.6723983,404.8955355
4,7,A,587.5894538,532.8205129,668.9121615,580.5544217,693.874015,665.4645502,627.2775228,0,0,0,0,0,0,0,499,7,3493,610.3903761,67.80280088
4,8,A,405.7971844,188.2231237,583.0892162,654.9571778,373.5405255,556.5253817,286.1062063,0,0,0,0,0,0,0,399,4,1596,435.8086786,179.3566327
4,9,A,501.2142134,387.7730445,503.3502585,405.9283222,213.0825434,316.7422288,723.8927273,0,0,0,0,0,0,0,499,3,1497,441.0091693,177.6294291
4,10,A,198.2007511,477.6984411,435.3521375,674.4102459,462.4696277,647.9113091,502.3460132,0,0,0,0,0,0,0,399,6,2394,500.1133521,189.6590856
4,11,A,494.931939,401.1032378,441.9343554,404.0518418,456.1098795,30.63836405,398.9089722,0,0,0,0,0,0,0,399,5,1995,333.1836102,202.8903846
4,12,A,347.1011503,34.67286961,175.0719374,197.0207236,406.1065411,408.1442663,183.3967818,0,0,0,0,0,0,0,299,3,897,262.7403888,149.2931043
4,1,B,842.3709603,38.62634821,577.2519112,724.062915,864.5006906,977.2575093,98.44789512,0,0,434.8854088,0,0,0,0,799,3,2397,566.4092191,407.7915764
4,2,B,164.326294,514.1789634,781.7667749,672.656398,694.6914051,358.5772842,54.11008088,0,0,0,0,0,0,0,499,4,1996,462.9010286,279.6334622
4,3,B,656.4417518,408.8858054,305.1496387,463.7943801,15.42355473,172.7551297,770.7841917,0,28.02104575,0,0,0,0,0,399,4,1596,436.7465537,266.902884
4,4,B,193.511378,488.4127164,602.4036036,805.9139465,550.481821,759.2221684,383.1555226,0,0,0,0,0,0,0,499,4,1996,516.6357152,307.6010332
4,5,B,496.5156476,568.9693046,897.4062202,906.357807,848.1739048,745.1859789,653.5743568,0,0,0,0,271.0514032,0,0,799,3,2397,728.4995402,178.5302152
4,6,B,848.9264809,813.9111598,720.9318116,102.3812189,768.8371874,689.3485861,494.4785923,0,119.7469937,0,0,0,198.0051308,0,599,5,2995,634.1164339,261.2303413
4,7,B,380.3099547,521.6373993,430.250554,269.2111655,328.9216161,459.5786013,295.3539045,0,0,0,0,0,0,0,399,3,1197,384.1588734,100.8596809
4,8,B,358.3874994,431.2289934,772.6373137,377.8939704,5.434311442,139.3299708,322.3692197,0,0,16.4109356,0,0,0,0,299,5,1495,338.2312181,263.9434061
4,9,B,363.9976096,276.9909336,459.9081889,148.4024425,84.26737823,729.141333,516.5727395,0,0,0,246.8367614,437.6449288,0,0,399,3,1197,368.4686608,222.8484
4,10,B,141.5278883,649.7673806,445.1170308,6.777726182,88.44980961,127.1308246,186.105748,0,0,0,0,0,0,0,399,2,798,259.4044331,239.7734503
4,11,B,258.7552422,60.24488242,482.7475911,327.7598957,349.2835984,398.4184716,597.406941,0,0,0,0,0,0,0,399,2,798,349.687651,206.8307139
4,12,B,245.7293919,396.5336407,316.1101235,475.9820204,406.6947361,422.4758787,14.58777182,0,0,0,0,0,0,0,299,5,1495,338.7306952,166.9681397
4,1,C,236.2532003,614.0987943,596.7451554,756.869561,486.1811148,360.4415894,435.8865125,0,126.3735238,0,496.8154879,0,0,0,499,3,1497,512.8816601,210.1007912
4,2,C,481.5485327,517.083939,473.3881527,321.9347661,501.8254509,616.65425,394.9298282,0,0,0,0,0,0,0,499,3,1497,470.4856468,114.3403807
4,3,C,592.5615607,297.9100063,930.5129424,840.329773,235.362249,834.9771539,503.6451831,0,0,0,0,0,0,0,799,3,2397,605.0426955,275.5576471
4,4,C,156.2321913,375.1339045,746.7254394,160.686833,101.8256392,413.6641125,264.3538356,0,0,0,0,0,0,100.5463044,699,1,699,328.854202,256.0560515
4,5,C,98.33788232,522.3677749,231.1066158,272.6352973,633.253576,244.516168,498.4283778,0,0,0,497.5673335,192.4117605,0,0,399,3,1197,378.2565127,203.7790941
4,6,C,520.7623382,548.8451289,599.6055354,702.4567947,515.3082488,174.8841586,438.6993,0,0,0,0,0,0,0,499,5,2495,476.0387262,193.7758472
4,7,C,330.0922177,665.3955878,497.7551711,564.6591334,778.9085456,639.1717796,661.4803891,0,0,0,0,0,0,0,599,4,2396,586.7263823,174.9913999
4,8,C,146.3267694,193.7651372,654.2715281,603.1933266,500.9299829,470.9802957,407.5045542,0,0,111.2949065,0,0,0,0,499,3,1497,417.6652164,210.3308276
4,9,C,278.8302636,6.86704762,29.40500349,157.066671,461.005282,340.7457472,248.2529486,0,0,0,0,0,0,0,299,2,598,217.2552058,196.961766
4,10,C,223.5566891,404.5672696,379.3941767,201.905268,253.9901891,183.7735294,539.0274224,0,0,0,0,0,431.5521083,0,499,1,499,315.452547,194.6406141
4,11,C,424.6071664,438.2622194,563.4562248,445.0998418,583.2029606,427.4936935,165.5947804,0,0,0,0,0,0,0,399,6,2394,435.0246703,166.705535
4,12,C,185.273731,353.3170848,291.897574,296.1710531,502.9472996,124.9509616,286.6176449,0,0,0,0,0,0,0,199,5,995,313.8567946,135.8240959
5,1,A,993.8059999,648.1977027,537.2132822,88.28161515,832.7821655,399.9648217,894.7110032,0,492.5169864,0,0,0,0,0,799,3,2397,627.8509415,315.919431
5,2,A,608.2288534,971.924711,626.6822021,604.3604427,529.5790413,383.4310954,193.1803255,0,0,0,0,0,0,0,599,4,2396,564.634605,262.3077311
5,3,A,811.9745329,511.0606141,435.9809865,356.6924216,746.1574815,338.53536,713.3516592,0,0,0,0,0,0,0,699,3,2097,552.884082,218.3278575
5,4,A,207.6502137,587.4172436,931.229509,300.991327,849.7212745,30.82733062,116.0513855,0,0,0,0,0,0,0,799,2,1598,427.0959427,428.5722755
5,5,A,781.1406479,495.3326747,896.3643591,249.6876755,618.0982911,515.885067,532.7135901,0,0,0,0,148.8736177,0,0,499,5,2495,595.5562064,227.6199757
5,6,A,672.785937,272.3185701,301.2475602,737.8931498,117.8570298,820.5989455,884.1987805,0,0,0,0,0,0,0,699,3,2097,503.0668825,366.0766376
5,7,A,434.2398399,616.8936586,716.8841312,442.985929,202.9569461,344.7077155,590.8290107,0,0,245.281667,88.61557268,0,0,0,399,5,1995,478.4996044,175.8987239
5,8,A,536.4156447,433.7065643,226.1651593,416.233185,452.0151467,99.8372536,172.8211183,0,0,0,0,0,0,0,399,4,1596,351.8381521,173.4963916
5,9,A,633.4184315,260.5759597,743.7219582,478.4723594,587.8879639,190.4135427,455.7833525,0,0,0,0,0,0,0,599,2,1198,456.7826489,236.1064014
5,10,A,101.1438898,353.5063803,321.6274469,328.2332186,461.9166285,128.1211071,305.4783098,0,0,0,0,0,0,0,299,5,1495,270.0332631,153.0571944
5,11,A,150.5608779,498.6799983,197.8180689,187.5560116,308.0988341,173.0413167,345.5906978,363.0252011,0,0,0,0,0,0,299,3,897,271.0857805,148.7164265
5,12,A,272.3047404,308.727395,244.6915191,227.1217961,20.65609966,44.11569758,129.2625056,0,0,0,0,0,0,0,199,4,796,162.4291688,116.2352007
5,1,B,247.316882,483.3790524,175.1392988,203.553406,195.369825,149.4744916,343.2654226,0,0,0,0,0,0,0,299,2,598,258.3635827,129.3025666
5,2,B,349.8884945,226.9549991,655.6530004,787.6770031,312.1384959,228.8603766,292.6705898,0,0,0,0,0,0,0,599,2,1198,491.2152425,272.7510504
5,3,B,209.7326314,117.3303897,99.89152164,209.880546,102.2500788,640.4643535,12.291585,0,0,0,0,0,0,0,599,1,599,197.0180791,226.1409246
5,4,B,684.6524319,912.3530239,729.0018175,864.7385209,856.5121973,556.9051064,894.6085874,0,0,0,0,0,0,0,599,6,3594,773.7099147,140.7543833
5,5,B,240.5958428,381.7319161,909.9584455,38.59280095,12.80447904,571.9999895,372.5629242,0,0,0,0,0,0,3.85471951,899,1,899,361.1780569,312.549555
5,6,B,668.9859379,670.6002756,745.3739694,710.4202882,809.6774888,631.6007723,65.65692522,0,0,0,0,0,0,0,599,6,3594,563.0772889,339.6891836
5,7,B,101.045207,114.0619225,179.9730095,373.2575945,612.03601,35.68634435,123.6191411,0,0,0,0,0,0,0,599,1,599,260.3996331,233.8500578
5,8,B,438.7256023,572.3873071,65.01684869,540.1523555,755.8521085,93.458494,620.9973398,0,0,0,43.15511768,0,0,0,499,4,1996,441.3107423,290.0939695
5,9,B,105.4066432,150.9155183,515.6849339,170.2223281,8.429295755,653.1432725,149.2420804,501.3856658,0,0,0,0,0,0,499,2,998,263.803624,257.3726011
5,10,B,57.19442242,419.155126,539.0678757,121.7144132,647.7247166,492.2781003,124.0196904,472.2772066,0,0,23.53324889,0,0,0,399,4,1596,310.3477448,242.1355834
5,11,B,349.5485965,331.6080458,570.2539962,527.8936259,462.3622083,353.9915226,543.6000305,0,0,0,502.090895,0,0,0,299,7,2093,448.3332945,105.7999462
5,12,B,499.4877024,26.16561481,120.2878919,73.51782376,294.7339167,128.4379149,220.7019769,0,0,0,0,0,0,0,499,1,499,214.9691696,167.000036
