Season,Week,SKU_A,ValueB1_A,ValueB2_A,ValueB3_A,ValueB4_A,ValueB5_A,ValueB6_A,ValueB7_A,ReturnB1_A,ReturnB2_A,ReturnB3_A,ReturnB4_A,ReturnB5_A,ReturnB6_A,ReturnB7_A,mean_x,std_x,SKU_B,ValueB1_B,ValueB2_B,ValueB3_B,ValueB4_B,ValueB5_B,ValueB6_B,ValueB7_B,ReturnB1_B,ReturnB2_B,ReturnB3_B,ReturnB4_B,ReturnB5_B,ReturnB6_B,ReturnB7_B,mean_y,std_y,SKU_C,ValueB1_C,ValueB2_C,ValueB3_C,ValueB4_C,ValueB5_C,ValueB6_C,ValueB7_C,ReturnB1_C,ReturnB2_C,ReturnB3_C,ReturnB4_C,ReturnB5_C,ReturnB6_C,ReturnB7_C,mean,std,price
1,11,A,469.7777706,63.94926067,417.51541289999994,81.21543457,567.8270018,51.73395777,482.0539624200671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.33647305166664,234.92066512596782,B,104.5830731,564.8560436,61.58305252,112.2547139,33.40575625,242.13470829875496,-28.724110196575168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.33652787399998,220.11077713109682,C,268.2046931,334.1992565,263.9050591,108.9562226,240.5026597,323.422707,507.6767392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.4096196,120.27467724356539,399
1,12,A,108.0935366,377.21997949999997,396.37861763600307,499.4783405,100.6325862,195.1150904,125.9059864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.40758660000003,166.0273300405379,B,73.38188523,49.81984620000001,361.6975911,306.9601583,83.06476161,341.3162686,114.4127426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.09332194857143,139.31686455816535,C,174.9469762,472.43785870000005,305.490247,459.1612683,385.1728637,155.81866409999998,195.2971001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.9035683,135.03535512775758,299
2,1,A,288.3723505,324.43149980000004,192.6834371,979.8467071,303.91315739999993,181.4442794,43.7561552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.6353695000001,302.10442148305094,B,196.13657780372574,131.20578966584625,470.3500247898879,547.3180434,411.5123725,52.69987391,247.7322473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.81563427749995,213.3951593265748,C,25.96079188,147.0018621,267.99345550000004,324.5170045,129.5179600950018,733.9233495,199.30818440000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.11744131333336,243.65943873844026,399
2,2,A,663.1109932,839.583065,103.66664420000001,296.6096293,627.3960884211373,702.4865581566521,942.6863982000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.1313459800001,357.92637445322265,B,588.4164390897954,675.1708223999999,10.82105458,173.49990938667548,353.3281639,316.741315,421.4366378,0.0,294.74436410000004,0.0,0.0,0.0,234.99185330000003,0.0,355.49959873599994,238.14260583118752,C,992.8875065999999,70.22606297,725.9435063020269,495.35295329999997,585.2128482999999,71.65181899,561.9730372,0.0,255.47478230000004,0.0,169.4394471,0.0,0.0,263.1549277,462.8840378933333,350.42368907561297,499
2,3,A,543.0204437000001,306.84985399268595,362.12668560000003,433.98244580000005,301.09767420000003,78.99435977,323.2349134586708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.84432181400007,173.27942176424878,B,907.9063479268948,877.3904007895886,759.8034397405573,850.1773498,915.7952126,706.1764248,909.9775011,0.0,0.0,0.0,0.0,205.43315869999998,0.0,0.0,845.5316220750001,97.52212957481126,C,276.21509510000004,615.7366026000001,642.3743682999999,834.5404241,494.57115089999996,436.8058876,391.8543498,0.0,0.0,0.0,130.9788885,0.0,0.0,0.0,527.4425540571428,185.3416639784594,599
2,4,A,575.6667415000001,201.3289941,382.8172703,681.9369301,924.4205683,876.8996152999999,393.0920186,0.0,0.0,0.0,0.0,96.41906645,0.0,0.0,576.5945911714285,269.0449156206942,B,338.9315841,406.6532667499657,633.0498888999999,774.8334747,423.0137126,905.583824,597.1431247,427.0139294,0.0,0.0,0.0,0.0,0.0,0.0,612.0926015,211.49569825453406,C,209.8356367,654.0343573144613,595.909544976555,959.2079789999999,857.5062467,573.4085353353676,950.4474488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.2493278,359.2353034542036,499
2,5,A,468.5441798003469,243.03724269999998,50.0065989,335.95317938028086,263.64498169999996,306.2097605,840.9968953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.77909582,296.42227996499366,B,759.9298704,724.4784877999999,27.75563422,662.2569279,349.2095708,438.2949808,99.63004717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.3650741557143,296.2756613884246,C,169.43055159999997,298.882564,620.4643824,25.73137868,425.006296595532,47.89330702,51.37073517,0.0,0.0,0.0,0.0,0.0,420.9598002,0.0,202.29548647833334,229.3763678963752,599
2,6,A,552.5377397782839,582.2648826000001,292.3605081881308,386.9390737,624.0257392000001,123.19374979999999,427.44064389999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.7728178400001,197.99868743521682,B,813.86672,301.39429272819405,308.834496,30.96921863,666.2891047999999,477.615701,454.3941813,0.0,0.0,440.62708660000004,0.0,0.0,0.0,63.09995447,458.6615702883333,273.87086774818926,C,580.2456222999999,618.4050739655661,599.2389237000001,343.16573460000006,720.3624381461206,810.0189522999999,704.9943614,0.0,0.0,29.75836983,459.8089802,0.0,0.0,0.0,607.53271886,174.07090620123077,499
2,7,A,786.0212955,113.9631554,273.99664069999994,518.699804,208.1584527548096,101.196977,93.10412195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.4969990916667,282.98401177620707,B,383.36690919999995,378.1427767,605.9704485000001,357.6007293,18.63631017,161.4005004,504.53656900000004,185.1955855,0.0,0.0,0.0,0.0,0.0,0.0,344.2363204671429,198.5382773481571,C,347.93138639999995,618.5397877,217.0305962,455.04397077411534,759.8664980000001,496.95410530000004,612.5824867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.8174767166667,198.49253446519552,499
2,8,A,210.8543798,358.31730319999997,636.8081691000001,204.98829009999997,474.13868983317184,463.2927864580814,496.54849349999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.50332714000007,186.5691332098169,B,369.1644855,605.1297422,24.22290639,107.77442190000001,301.2207098,108.31931472095707,104.64998011736768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.50245315800004,228.68223466304283,C,448.49955499528454,575.9458392999999,392.94805519999994,477.14194169999996,78.94864761,543.4510235301805,341.50629399999997,0.0,450.0682844,0.0,0.0,0.0,0.0,0.0,373.298155562,187.00808103715494,299
2,9,A,443.5744395,101.5001312,419.7869022,204.12255763303313,544.053538,181.4970342,427.6742198,55.49672269,0.0,0.0,0.0,0.0,0.0,0.0,353.01437748333336,171.70169651206635,B,222.73842203664304,195.3916519,141.1848937,240.9958594,249.16649729317083,13.35538388,425.01374330000004,0.0,74.15173892,0.0,0.0,0.0,0.0,0.0,203.188306436,150.4806341361297,C,646.322119,24.40078687,402.70282610000004,33.35128715,19.483901988001463,47.16061775,84.48298988,0.0,298.0305151,0.0,0.0,0.0,0.0,0.0,206.40343779166668,258.9813812088928,399
2,10,A,131.057898,449.574829,365.7230386226928,57.29382945,388.4656236,397.5812643756285,249.97644750963218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.5980450125,191.58252903434968,B,389.03619249999997,336.5647841,158.6481222,480.98253550000004,80.36317154,86.94397764,303.19959664054386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.42313058,169.53470434154622,C,358.079979,332.05745141863144,319.02436989999995,375.1869167388412,96.15202438,282.527704825619,173.73744635559262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.7521244266666,141.30562409848557,299
2,11,A,58.13654914,448.54459739999993,450.4318455,509.29340470000005,405.9252743,277.2764483,206.90384819999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.6445667914286,162.27576465188855,B,555.3296351,61.30133234,576.5815957000001,128.31868774782825,409.40473239999994,577.6918366,54.93188982,0.0,0.0,43.42973607,0.0,0.0,441.79836179999995,0.0,372.54017032666667,251.48985185481305,C,521.1912178,159.21008930000002,493.9234463,79.32256869,325.35717339999997,531.5452076,96.67441592,0.0,0.0,0.0,0.0,267.4233264,0.0,0.0,315.3177312871429,203.71844042106738,399
2,12,A,402.4214208,424.8595796,262.7655924,513.3806099999999,302.056238,342.216502,408.6714336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.4816252,84.03609176553188,B,449.6835539,392.3342274270754,333.6945827,22.177370800000002,45.72976478,66.03779132351431,205.74093188449712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.821318045,212.11535122526453,C,421.40604019999995,11.76487581,139.01617680625137,391.6651932,177.35703852416253,192.37492599292668,279.9529195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.1972571775,186.50918139271252,299
3,1,A,349.5722993851709,144.70406530000002,566.7122913,12.30014356,615.3322427999999,695.51713,284.96019545028304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.91317459199996,306.8955726409461,B,902.9136768999999,332.66502510000004,710.3235406567528,658.3860165,765.6348563999999,319.42841339999995,388.7262591207814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.80559766,261.10389081146434,C,456.1738898269103,760.2775717999999,713.0257085498589,235.9662804,705.2534166309904,609.7777214,321.9848919,0.0,0.0,0.0,0.0,0.0,255.16471639999997,0.0,482.001616375,244.88295098073255,599
3,2,A,836.4188937999999,743.9599846,734.2652,45.1866345,863.5648184295778,979.6115532,938.7697198519543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.8884532199999,361.7748284154179,B,526.4737577700632,257.0101012,518.4674671,263.9814062,572.2450841579544,865.4237965,904.9877018999999,0.0,13.69123889,0.0,0.0,0.0,0.0,0.0,561.97409458,313.62221008042303,C,652.2029334,561.8471154,856.7355502,174.9723343,157.3227634,134.6995865,458.49995779999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.04003442857135,281.7329446006597,699
3,3,A,941.3081446,797.8422552438892,450.57306439999996,691.4334752999999,545.8281912,953.5883375,960.4134292000001,0.0,0.0,0.0,0.0,335.54949750000003,0.0,0.0,757.1907737,226.62005218977876,B,360.4774759423479,482.6437907337032,474.7674328,954.2838134,880.0182118999999,82.79152937,755.2114576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.4144890139999,355.9773704754237,C,666.0491618779106,99.22400596,944.5697797,802.7207732,151.0579401,972.3035697,988.1561970404662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.975213732,433.1795447868023,699
3,4,A,644.2971458638488,914.6192711000001,613.2413192,430.3229883,628.2883231000001,197.4210071,640.6176946,0.0,372.053728,0.0,0.0,0.0,0.0,0.0,570.7517672333335,239.72401787224493,B,316.4987451,324.1565255,523.6504742999999,71.57720361194981,93.1379054,795.1457203,6.306958707000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.1493882178333,287.72239251226836,C,665.2057666000001,729.2968871,514.1918394693387,657.9202116101578,948.4569676000001,479.20894739999994,529.3404914,0.0,0.0,0.0,0.0,371.6861725,0.0,0.0,670.30181202,185.24528061327482,499
3,5,A,733.6633924563072,681.9405859259259,410.6154954,641.6642614925222,838.2627962458184,828.4823414589794,834.3011604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.4583279,299.59100681303187,B,846.1339328,512.7110150000001,826.8657981,848.7047923,696.9985737000001,455.1412011,696.3353761187328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.7592188333334,175.82664732947896,C,44.45550715,750.5116259,192.959195,563.2800691000001,588.9400202,440.4280988,365.6273701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.88598375000004,242.987390639562,599
3,6,A,824.8317427999999,272.538751,612.1241428999999,473.2558291,740.3238807,165.0466095,106.3231642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.3491600285714,283.47086173052776,B,138.6732516,625.6298216,356.8393372,317.8356063371423,434.25973998254705,743.6091229,720.5718696,283.89463010000003,0.0,0.0,0.0,0.0,0.0,0.0,517.06468058,261.4269421656649,C,43.48635128,475.0673421,442.53363160000004,681.6676127000001,467.77552860000003,244.2046087,136.10053019999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.83365788285715,223.13554826263447,599
3,7,A,558.5692592999999,444.11299704690816,786.6057863,192.03280959999998,505.52407989999995,299.0014834467514,449.6408618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.47455938,213.87610236537898,B,747.8477253,415.3855349,251.9622727,157.1120176,650.1435876302974,541.6654507999999,736.8151972000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.13136641666665,245.6785456959825,C,747.7317922,687.2022419,221.8206734,641.3813961,102.4367065,736.0861192000001,97.37158704,0.0,0.0,0.0,0.0,0.0,241.99756230000003,0.0,462.0043594771429,305.3919184694757,499
3,8,A,318.6557777,259.1186712,239.2466474,692.306234,427.8997975,44.42212121,516.4282281870974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.274874835,217.16052782360595,B,523.9573525000001,9.086250043,451.2967999,781.8081947000001,530.2445807234723,274.9833175,555.4157239795447,0.0,0.0,177.6903561,0.0,0.0,0.0,0.0,408.2263829286,288.0445488058978,C,344.33459343087236,239.48222880000003,586.8362754741534,746.7746154,363.9637073,589.113079,415.0625296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.87923202,198.86459711099891,499
3,9,A,95.93376722,116.42811912813374,58.23894456,108.79783399539579,109.82367350000001,369.85564510000006,495.5921458000001,0.0,0.0,0.0,0.0,401.9997685,32.36763387,0.0,225.88883523600003,194.89243532466853,B,17.9748843,568.8852665000001,23.8346727,603.1064382000001,498.05784410000007,610.0685397000001,448.89242790000003,0.0,0.0,18.27325218,0.0,0.0,0.0,0.0,395.83143905714286,262.4344249306951,C,429.7158812,244.0696339,167.6852571612656,316.7206727581827,167.9652896,302.85834242178487,171.34447100712086,323.0858921,0.0,0.0,0.0,0.0,0.0,0.0,280.5836015666667,134.6413585300196,399
3,10,A,393.1156785,14.7575212,157.3577411,196.1695668,567.7634498,569.2113094,469.84570329999997,0.0,0.0,0.0,0.0,0.0,0.0,394.8001171,338.31728144285717,217.52526016687943,B,492.210517,249.01919300000003,10.13762507,266.95575890000003,434.9477041999999,418.89032430000003,150.279126510354,0.0,0.0,0.0,421.7939727,0.0,0.0,0.0,312.026853745,176.71104357832394,C,106.94050827240812,665.6588563999999,226.26961469999998,255.4004344,160.92926090000003,195.62022845666775,81.99771122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.051175524,226.7093977649021,399
3,11,A,421.1505243,305.3114853,251.26058146212932,2.984676836,89.0100563,319.7442389587149,397.19528080000003,342.32816099999997,0.0,0.0,0.0,0.0,0.0,0.0,243.13040470719997,187.56111551768805,B,13.32287586,235.1236352321941,579.5010531,238.3930609925928,466.7234017,176.7048199,360.5637494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.363179992,226.43780070025525,C,425.34654349999994,99.84767822,499.30635171854954,543.4168068,485.38087060000004,53.61203175,448.0265511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.6050803283333,210.2941988779843,299
3,12,A,376.8508405,425.43029800000005,158.4227989824592,179.0575603,226.5668170025512,1.402322698,162.8559831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.1194009196,172.56494624788965,B,466.19319569999993,337.0205191,228.96703990000003,251.1339903,272.127208,399.9800809205027,440.458402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.65005916666667,100.53214660070527,C,141.16420346023122,275.3770706380492,232.44867754530557,134.2660763,153.4387093,287.91670110000007,187.32595371245816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.87382890000003,83.72617535369288,199
4,1,A,241.7563387042845,98.83456219,413.443087,412.1933708,33.08074698,702.3912738,724.4241360000001,0.0,193.5368351,0.0,0.0,0.0,0.0,0.0,397.3945294616667,290.62364861689286,B,842.3709603,38.62634821,577.2519112000001,485.84030708614665,864.5006906,977.2575093,98.44789512,0.0,0.0,434.88540880000005,0.0,0.0,0.0,0.0,566.4092191216666,407.7915764371341,C,236.2532003,614.0987943,596.7451553999999,756.8695610000001,452.7794177447836,360.4415894,463.64190232454035,0.0,126.37352379999999,0.0,496.8154879,0.0,0.0,0.0,512.88166008,210.10079117623724,399
4,2,A,324.4951808,647.9929379,897.2641653999999,467.6737273,25.94543553,797.3389907000001,385.36594449999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.58234030428565,299.31687166693274,B,164.326294,514.1789633999999,781.7667749,672.6563980000001,694.6914051,358.57728419999995,54.11008088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.90102864,279.6334622071853,C,447.403535505585,517.083939,417.06097886634865,321.93476610000005,501.82545089999996,616.65425,394.9298282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.48564684,114.34038066173707,499
4,3,A,811.6615456000001,753.2528454,184.1637393,929.3846267000001,118.58486869999999,94.4457173,218.14075290000002,243.5105517,0.0,0.0,0.0,0.0,0.0,0.0,444.23344227142854,368.107926877128,B,656.4417517999999,408.8858054,305.1496387,463.7943801,15.42355473,186.63784792249572,770.7841917000001,0.0,28.02104575,0.0,0.0,0.0,0.0,0.0,436.74655373833326,266.90288397700374,C,592.5615607000001,297.9100063,930.5129424,840.329773,235.36224900000002,834.9771539,503.6451831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0426954857143,275.5576470728059,699
4,4,A,797.9865378999999,137.92198390000001,882.0594585000001,854.3060300115467,285.8543363,805.0592432158668,160.2785171489278,364.68537180000004,0.0,0.0,0.0,0.0,0.0,0.0,525.95557915,369.24675275815184,B,193.511378,699.2979644438203,397.27095095256357,805.9139465,550.481821,728.2103977179128,263.9088305368939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.6357151666666,307.601033217397,C,156.2321913,375.13390449999997,746.7254393999999,78.54043085593821,101.8256392,394.3780364480143,264.3538356,0.0,0.0,0.0,0.0,0.0,0.0,100.54630440000001,328.854202,256.05605152025515,699
4,5,A,540.0511487000001,577.5238687000001,360.0005154,451.11086874664824,381.43202460000003,443.8131182,513.8911148,0.0,0.0,501.337047,0.0,0.0,0.0,0.0,469.4519650666668,88.34375963947885,B,496.51564759999997,568.9693046,897.4062202,906.357807,848.1739048000001,831.7543261726646,653.5743568,0.0,0.0,0.0,0.0,271.0514032,0.0,0.0,728.4995401666666,178.53021523770119,C,98.33788232,522.3677749,378.8659912067032,272.63529730000005,633.253576,244.51616800000002,498.4283778,0.0,0.0,0.0,497.5673335,192.41176049999999,0.0,0.0,378.25651272,203.7790940813002,399
4,6,A,397.44339130000003,21.79416981,670.4002063012415,833.0073335,697.730199685032,203.27360059362906,882.4446987,0.0,0.0,0.0,0.0,0.0,0.0,489.0541869,533.6723983275,404.89553554291945,B,848.9264809,813.9111598,720.9318116000001,102.38121890000001,768.8371874,689.3485861,494.47859230000006,0.0,119.74699369999999,0.0,0.0,0.0,198.00513080000002,0.0,634.1164338571429,261.2303413008165,C,528.4866458351603,548.8451289,345.2815616735367,702.4567947,515.3082488,174.88415859999998,438.6993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.03872620000004,193.7758471520028,499
4,7,A,587.5894538,532.8205128999999,635.5316101874237,600.6517225164743,693.874015,631.9524843423198,627.2775227999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.390376125,67.80280088179808,B,468.7096173023715,521.6373993,430.250554,269.2111655,328.92161610000005,459.5786013,295.3539045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.15887344999993,100.85968085166591,C,330.0922177,665.3955877999999,497.75517110000004,653.1377038225115,778.9085456,545.119574571695,661.4803891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.72638226,174.99139991700912,499
4,8,A,405.79718439999994,188.2231237,578.332741188945,654.9571778,373.5405255,556.5253817,498.5512944522116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.80867861999997,179.3566327033158,B,358.38749939999997,431.2289933999999,772.6373137,283.776970169835,5.434311442,139.3299708,322.3692197,0.0,0.0,16.4109356,0.0,0.0,0.0,0.0,338.23121807366664,263.94340606762705,C,146.32676940000002,193.7651372,654.2715281000001,603.1933266,500.92998289999997,404.9830788102563,407.5045542,0.0,0.0,111.2949065,0.0,0.0,0.0,0.0,417.66521639999996,210.33082755195016,399
4,9,A,501.21421339999995,387.77304449999997,503.3502585,368.26624751828956,213.0825434,316.7422288,723.8927272999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.00916931666666,177.62942909527965,B,363.99760960000003,276.9909336,459.90818889999997,148.4024425,84.26737823,729.141333,516.5727395,0.0,0.0,0.0,246.8367614,437.64492879999995,0.0,0.0,368.46866076142857,222.8483999727251,C,185.36346646290502,6.86704762,29.40500349,119.84818070507745,461.005282,340.7457472,248.2529486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.25520578200002,196.96176604340403,299
